rxcui,drug_name,eii_score,eii_rank,eii_percentile,eii_tier,ehi_v6_score,ai_readiness_score,claims_readiness_score,clinical_semantics_score,knowledge_graph_score,explainability_score,eii_framework_version,eii_weighting_method
219917,Sinarest Nasal,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219922,Sinex Long-Acting,87.4846,4082,86.442984,Enterprise High,76.2819,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219931,Sinumist,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219956,Sleepinal,86.3874,4863,83.842759,Operationally Relevant,75.1245,86.5,82.0,95.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219957,Slo-Niacin,87.4915,4069,86.496084,Enterprise High,76.3051,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219960,Slo-Phyllin GG,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219961,Sloprin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219962,Slow Fe with Folic Acid,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219963,Slow-Mag,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219964,Sochlor,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219969,Sodium Sulamyd,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219972,Solaquin Forte,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219974,Solarcaine Plus Aloe,87.6674,3841,87.229523,Enterprise High,76.8915,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219975,Solfoton,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219976,Solu-Phyllin GG,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219979,Soma Compound,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219980,Soma Compound with Codeine,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219982,Somnicaps,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219985,Sorbutuss,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219989,Spacol,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219991,Spantuss HD,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219992,Spasmolin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219993,Spasquid,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219994,Spastolate,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219995,Spastrin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219996,Spec-T,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
219997,Spec-T Sore Throat/Cough Suppressant,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220000,Special C,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220001,Spectazole,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220002,Spectrobid,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220003,Spectrum-4,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220004,Spironol,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220005,Spironolactone Plus,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220006,Sportscreme,74.9302,8854,70.610978,Operationally Relevant,64.8507,77.5,73.0,73.5,100.0,80.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220011,St. Joseph Aspirin,90.1002,2521,91.636798,Enterprise High,85.0008,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220012,St. Joseph Aspirin-Free,15.159,22322,25.910992,Foundational,39.6968,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220013,St. Joseph Cough Suppressant,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220014,Stagesic,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220019,Stanimax Gel,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220020,Stanimax Perio Rinse,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220022,Stat Awake,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220023,Statobex,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220024,Statuss,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220025,Statuss Green,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220026,Stay Alert,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220028,Sterapred,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220029,Sterapred DS,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220030,Steroform,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220034,Stomax,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220038,Stopain,79.6633,7535,74.993363,Operationally Relevant,71.4611,81.0,77.0,78.5,100.0,87.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220040,Stress bismuth subsalicylate,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220047,Stress Liquid,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220049,Stri-Dex,85.1966,5472,81.819992,Operationally Relevant,73.6553,86.5,82.0,90.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220050,Stri-Dex Clear Gel,85.1966,5472,81.819992,Operationally Relevant,73.6553,86.5,82.0,90.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220056,Strifon Fort,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220057,Stromectol,87.4869,4075,86.476172,Enterprise High,76.2897,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220065,Sucraid,81.8306,6449,78.587548,Operationally Relevant,69.1852,81.5,77.0,91.5,100.0,95.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220077,Sudogest,87.219,4380,85.457321,Enterprise High,75.3965,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220080,Sudrine,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220081,Sular,85.9241,5044,83.261981,Operationally Relevant,72.497,85.5,81.0,99.5,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220082,Sulf-10,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220085,Sulfacet Sodium,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220086,Sulfacet-R,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220087,sulfadiazine sodium,94.1777,1488,95.065047,Strategic Priority,87.0923,98.5,98.0,95.0,94.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220091,Sulfatrim,88.0904,3280,89.116222,Enterprise High,78.3013,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220094,Sulfimycin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220095,Sulfo-Lo,75.8789,8648,71.299615,Operationally Relevant,66.8462,81.5,77.0,64.5,100.0,83.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220096,Sulfoam,75.8789,8648,71.299615,Operationally Relevant,66.8462,81.5,77.0,64.5,100.0,83.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220097,Sulforcin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220101,Sulmasque,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220102,Sulpho-Lac,75.8789,8648,71.299615,Operationally Relevant,66.8462,81.5,77.0,64.5,100.0,83.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220104,Sulster,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220105,Sultrin Triple Sulfa,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220106,Sumycin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220110,Sunkist Vitamin C,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220111,Sup Pain Med,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220112,Supac,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220118,Superfed,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220125,Supprelin,84.2663,5769,80.85756,Operationally Relevant,70.8876,84.5,80.0,94.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220126,Supred,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220129,Surelac,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220130,Surfak Stool Softener,82.5064,6290,79.110248,Operationally Relevant,69.6045,83.5,79.0,88.5,100.0,98.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220136,Symadine,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220141,Synagis,80.2382,7266,75.88942,Operationally Relevant,68.0439,81.5,77.0,84.5,100.0,93.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220143,Synalgos-DC,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220144,Synvisc,74.6063,8901,70.459976,Operationally Relevant,64.6044,77.5,73.0,70.5,100.0,82.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220145,Syprine,87.1332,4494,85.078986,Enterprise High,75.1106,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220146,Sytobex,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220148,T-Athlete,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220149,T-Diet,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220150,T-Gesic,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220153,T-Painol,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220155,T-Panol,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220156,T-Tussin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220162,TBC brand of balsam Peru/castor oil/trypsin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220167,Tab-Profen,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220168,Tacaryl,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220177,Tarabine PFS,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220178,Tarsum,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220180,Tavist-D,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220181,Tazorac,86.995,4617,84.67576,Operationally Relevant,74.6499,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220185,Teargen II,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220187,Tears Naturale,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220193,Teczem,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220195,Tegison,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220196,Tegrin Medicated,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220200,Tegrin-LT Shampoo,80.0892,7343,75.633878,Operationally Relevant,69.0472,83.5,79.0,77.5,100.0,92.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220201,Teladar,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220204,Tempra 1,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220205,Tempra 2,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
